Nota/AC
250.00
249.00
248.00
244.00
244.00
244.00
244.00
242.00
242.00
240.00
240.00
239.67
237.50
237.00
237.00
236.00
236.00
234.00
233.50
233.00
232.50
230.00
230.00
229.50
229.00
229.00
228.50
228.50
228.33
227.00
227.00
226.67
226.50
226.00
226.00
225.67
225.00
225.00
225.00
224.50
224.17
224.00
224.00
224.00
224.00
224.00
223.67
223.50
222.67
222.67
222.50
222.00
222.00
222.00
222.00
222.00
221.33
221.00
220.50
220.50
220.00
220.00
220.00
220.00
220.00
220.00
220.00
219.67
219.50
219.00
219.00
219.00
219.00
219.00
218.67
218.67
218.67
218.00
218.00
218.00
218.00
218.00
218.00
218.00
218.00
218.00
218.00
217.00
217.00
216.67
216.67
216.67
216.67
216.00
216.00
216.00
216.00
216.00
216.00
216.00
215.67
215.17
215.00
215.00
215.00
215.00
215.00
215.00
215.00
214.67
214.50
214.50
214.00
214.00
214.00
214.00
214.00
214.00
213.67
213.50
213.50
213.17
213.00
213.00
213.00
213.00
213.00
212.67
212.67
212.50
212.50
212.50
212.00
212.00
212.00
212.00
212.00
212.00
212.00
212.00
212.00
211.50
211.17
211.00
211.00
211.00
211.00
211.00
211.00
211.00
211.00
211.00
211.00
211.00
210.67
210.50
210.50
210.50
210.50
210.17
210.17
210.00
210.00
210.00
210.00
210.00
210.00
210.00
210.00
210.00
210.00
210.00
209.67
209.67
209.67
209.50
209.50
209.50
209.50
209.00
209.00
209.00
209.00
209.00
209.00
209.00
209.00
209.00
209.00
208.67
208.67
208.67
208.67
208.67
208.67
208.50
208.50
208.50
208.50
208.50
208.50
208.00
208.00
208.00
208.00
208.00
208.00
208.00
207.83
207.67
207.67
207.67
207.67
207.17
207.00
207.00
207.00
207.00
207.00
207.00
207.00
207.00
207.00
207.00
207.00
207.00
206.67
206.67
206.50
206.50
206.50
206.50
206.17
206.17
206.00
206.00
206.00
206.00
206.00
206.00
206.00
206.00
206.00
206.00
206.00
206.00
206.00
206.00
205.67
205.50
205.00
205.00
205.00
205.00
205.00
205.00
205.00
205.00
204.67
204.67
204.67
204.67
204.50
204.50
204.50
204.50
204.00
204.00
204.00
204.00
204.00
204.00
204.00
204.00
204.00
204.00
204.00
204.00
204.00
204.00
203.50
203.50
203.50
203.50
203.50
203.50
203.17
203.00
203.00
203.00
203.00
203.00
203.00
203.00
203.00
203.00
203.00
203.00
202.67
202.67
202.67
202.67
202.50
202.50
202.50
202.50
202.17
202.17
202.00
202.00
202.00
202.00
202.00
202.00
202.00
202.00
202.00
202.00
202.00
202.00
201.67
201.50
201.50
201.50
201.50
201.17
201.17
201.00
201.00
201.00
201.00
201.00
201.00
201.00
200.67
200.67
200.67
200.67
200.67
200.50
200.50
200.50
200.50
200.50
200.50
200.50
200.17
200.00
200.00
200.00
200.00
200.00
200.00
200.00
200.00
200.00
200.00
200.00
200.00
200.00
200.00
